"","...1","...2","...3","...4"
"346",NA,"0952001. (Gazeteler)","2022","2.1667999999999998"
"347",NA,"0952002. (Magazinler Ve Dergiler)","2022","19.305499999999999"
"348",NA,"0954001. (Okul Defteri)","2022","14.7576"
"349",NA,"0954003. (Kalem)","2022","13.8589"
"350",NA,"0954004. (Resim Boyaları)","2022","26.0076"
"351",NA,"0954005. (Yazım Ve Çizim Kağıtları)","2022","77.782899999999998"
"352",NA,"0954010. (Diğer Kırtasiye Malzemeleri)","2022","9.0670999999999999"
"353",NA,"0960002. (Yurtiçi Haftasonu Turları)","2022","497.25650000000002"
"354",NA,"0960003. (Yurtiçi Bir Hafta Ve Daha Fazla Süreli Turlar)","2022","2888.4625000000001"
"355",NA,"0960005. (Yurt Dışı Bir Hafta Ve Daha Fazla Süreli Turlar)","2022","4457.6495000000004"
"356",NA,"0960008. (Hacca Gidiş Ücreti)","2022","28719.444100000001"
"357",NA,"0960009. (Umreye Gidiş Ücreti)","2022","6663.4476999999997"
"358",NA,"1010002. (Özel İlköğretim Ücreti)","2022","35958.328500000003"
"359",NA,"1020002. (Özel Lise Ücreti)","2022","40956.0556"
"360",NA,"1040001. (Özel Üniversite Ücreti)","2022","57100.103600000002"
"361",NA,"1040002. (Üniversite Katkı Payı)","2022","1109.4607000000001"
"362",NA,"1050001. (Düzeyi Belirlenemeyen Eğitim Programları)","2022","17.872699999999998"
"363",NA,"1110101. (Çorbalar)","2022","16.667899999999999"
"364",NA,"1110102. (Hazır Yemekler (Pilav, Kuru Fasulye))","2022","27.915400000000002"
"365",NA,"1110103. (Kebaplar)","2022","50.054499999999997"
"366",NA,"1110104. (Pideler)","2022","26.168099999999999"
"367",NA,"1110105. (Köfteler)","2022","11.2537"
"368",NA,"1110106. (Ekmekarası Yiyecekler (Döner))","2022","20.419699999999999"
"369",NA,"1110108. (Burgerler)","2022","20.9788"
"370",NA,"1110110. (Pizza)","2022","49.914900000000003"
"371",NA,"1110113. (Pastane Ürünleri)","2022","3.5409000000000002"
"372",NA,"1110115. (Hamur Tatlıları)","2022","23.2301"
"373",NA,"1110201. (Sıcak İçecekler)","2022","5.8780999999999999"
"374",NA,"1110202. (Kola)","2022","10.2492"
"375",NA,"1110204. (Ayran)","2022","5.7750000000000004"
"376",NA,"1110206. (Alkollü İçkiler)","2022","41.713099999999997"
"377",NA,"1120101. (Otel Ücreti)","2022","768.40189999999996"
"378",NA,"1120204. (Yurt Ücreti)","2022","331.0222"
"379",NA,"1211101. (Erkek Berberi)","2022","44.126300000000001"
"380",NA,"1211201. (Kadın Berberi)","2022","93.968900000000005"
"381",NA,"1211202. (Kişisel Bakım Hizmetleri (Kadın İçin))","2022","35.027099999999997"
"382",NA,"1212003. (Elektrikli Saç Bakım Aletleri)","2022","458.8304"
"383",NA,"1213001. (Tıraş Malzemeleri)","2022","13.0885"
"384",NA,"1213002. (Ağız Ve Diş Bakımı Ürünleri)","2022","30.347999999999999"
